r_id,r_c_id,r_start_date,r_end_date,hours,total_cost,r_p_id,r_e_id
4949,803,2024-10-20 18:05:00,2024-10-20 20:05:00,,,14949,102
4950,2020,2024-10-20 18:14:00,2024-10-20 22:00:00,,,14950,102
4951,218,2024-10-20 19:10:00,2024-10-20 22:00:00,,,14951,108
4952,1076,2024-10-20 19:26:00,2024-10-20 21:26:00,,,14952,105
4953,3055,2024-10-20 19:43:00,2024-10-20 22:00:00,,,14953,108
4954,4162,2024-10-20 20:26:00,2024-10-20 22:00:00,,,14954,105
4955,3696,2024-10-20 20:29:00,2024-10-20 21:29:00,,,14955,108
4956,2458,2024-10-20 20:33:00,2024-10-20 22:00:00,,,14956,102
4957,3510,2024-10-21 07:38:00,2024-10-21 09:38:00,,,14957,110
4958,2144,2024-10-21 07:43:00,2024-10-21 09:43:00,,,14958,107
4959,2472,2024-10-21 09:45:00,2024-10-21 11:45:00,,,14959,110
4960,4244,2024-10-21 12:17:00,2024-10-21 13:17:00,,,14960,110
4961,4206,2024-10-21 13:53:00,2024-10-21 16:53:00,,,14961,107
4962,3097,2024-10-21 15:25:00,2024-10-21 16:25:00,,,14962,112
4963,590,2024-10-21 16:45:00,2024-10-21 18:45:00,,,14963,112
4964,3800,2024-10-21 20:18:00,2024-10-21 21:18:00,,,14964,103
4965,3688,2024-10-22 08:59:00,2024-10-22 10:59:00,,,14965,111
4966,512,2024-10-22 09:09:00,2024-10-22 10:09:00,,,14966,102
4967,1346,2024-10-22 09:35:00,2024-10-22 12:35:00,,,14967,102
4968,1126,2024-10-22 10:54:00,2024-10-22 14:54:00,,,14968,111
4969,4984,2024-10-22 13:32:00,2024-10-22 15:32:00,,,14969,111
4970,4817,2024-10-22 16:20:00,2024-10-22 17:20:00,,,14970,112
4971,4850,2024-10-22 16:38:00,2024-10-22 17:38:00,,,14971,102
4972,1501,2024-10-22 17:16:00,2024-10-22 19:16:00,,,14972,102
4973,2496,2024-10-23 08:00:00,2024-10-23 11:00:00,,,14973,106
4974,1232,2024-10-23 09:04:00,2024-10-23 13:04:00,,,14974,108
4975,2830,2024-10-23 10:31:00,2024-10-23 11:31:00,,,14975,108
4976,1314,2024-10-23 10:34:00,2024-10-23 14:34:00,,,14976,108
4977,3140,2024-10-23 10:48:00,2024-10-23 12:48:00,,,14977,103
4978,4935,2024-10-23 11:15:00,2024-10-23 13:15:00,,,14978,106
4979,4723,2024-10-23 13:12:00,2024-10-23 15:12:00,,,14979,106
4980,4760,2024-10-23 13:21:00,2024-10-23 16:21:00,,,14980,108
4981,2815,2024-10-23 14:57:00,2024-10-23 16:57:00,,,14981,106
4982,3516,2024-10-23 16:30:00,2024-10-23 18:30:00,,,14982,110
4983,1243,2024-10-23 18:17:00,2024-10-23 19:17:00,,,14983,106
4984,1176,2024-10-23 20:54:00,2024-10-23 21:54:00,,,14984,109
4985,2407,2024-10-24 08:10:00,2024-10-24 10:10:00,,,14985,108
4986,3425,2024-10-24 09:45:00,2024-10-24 13:45:00,,,14986,107
4987,2539,2024-10-24 10:20:00,2024-10-24 11:20:00,,,14987,108
4988,4713,2024-10-24 11:15:00,2024-10-24 14:15:00,,,14988,108
4989,2896,2024-10-24 11:42:00,2024-10-24 13:42:00,,,14989,107
4990,4697,2024-10-24 13:53:00,2024-10-24 14:53:00,,,14990,108
4991,2895,2024-10-24 14:33:00,2024-10-24 15:33:00,,,14991,102
4992,4453,2024-10-24 14:51:00,2024-10-24 16:51:00,,,14992,107
4993,458,2024-10-24 15:21:00,2024-10-24 17:21:00,,,14993,107
4994,4725,2024-10-24 15:42:00,2024-10-24 17:42:00,,,14994,102
4995,3287,2024-10-24 17:18:00,2024-10-24 19:18:00,,,14995,102
4996,3609,2024-10-24 18:09:00,2024-10-24 19:09:00,,,14996,107
4997,1053,2024-10-24 18:37:00,2024-10-24 21:37:00,,,14997,107
4998,2370,2024-10-24 20:06:00,2024-10-24 22:00:00,,,14998,107
4999,4086,2024-10-25 07:50:00,2024-10-25 08:50:00,,,14999,105
5000,2748,2024-10-25 08:06:00,2024-10-25 09:06:00,,,15000,104
5001,2233,2024-10-25 08:28:00,2024-10-25 11:28:00,,,15001,105
5002,1594,2024-10-25 08:31:00,2024-10-25 10:31:00,,,15002,104
5003,3746,2024-10-25 08:38:00,2024-10-25 11:38:00,,,15003,109
5004,2161,2024-10-25 11:20:00,2024-10-25 14:20:00,,,15004,104
5005,1669,2024-10-25 12:31:00,2024-10-25 15:31:00,,,15005,109
5006,1198,2024-10-25 12:38:00,2024-10-25 14:38:00,,,15006,109
5007,3983,2024-10-25 13:35:00,2024-10-25 15:35:00,,,15007,104
5008,4621,2024-10-25 14:01:00,2024-10-25 15:01:00,,,15008,108
5009,620,2024-10-25 14:29:00,2024-10-25 17:29:00,,,15009,110
5010,547,2024-10-25 15:08:00,2024-10-25 16:08:00,,,15010,105
5011,2517,2024-10-25 15:10:00,2024-10-25 17:10:00,,,15011,108
5012,2040,2024-10-25 17:11:00,2024-10-25 20:11:00,,,15012,105
5013,53,2024-10-25 17:47:00,2024-10-25 18:47:00,,,15013,110
5014,3778,2024-10-25 18:49:00,2024-10-25 20:49:00,,,15014,110
5015,3404,2024-10-25 19:36:00,2024-10-25 20:36:00,,,15015,110
5016,4769,2024-10-25 19:43:00,2024-10-25 22:00:00,,,15016,108
5017,3462,2024-10-25 19:57:00,2024-10-25 21:57:00,,,15017,108
5018,3125,2024-10-25 20:00:00,2024-10-25 21:00:00,,,15018,110
5019,2705,2024-10-26 07:46:00,2024-10-26 10:46:00,,,15019,106
5020,1181,2024-10-26 08:08:00,2024-10-26 09:08:00,,,15020,108
5021,4325,2024-10-26 08:19:00,2024-10-26 12:19:00,,,15021,108
5022,4238,2024-10-26 08:22:00,2024-10-26 11:22:00,,,15022,107
5023,4171,2024-10-26 09:29:00,2024-10-26 11:29:00,,,15023,107
5024,3703,2024-10-26 09:30:00,2024-10-26 11:30:00,,,15024,107
5025,2675,2024-10-26 09:37:00,2024-10-26 11:37:00,,,15025,108
5026,2136,2024-10-26 09:56:00,2024-10-26 12:56:00,,,15026,108
5027,3754,2024-10-26 10:42:00,2024-10-26 11:42:00,,,15027,108
5028,2662,2024-10-26 10:50:00,2024-10-26 11:50:00,,,15028,106
5029,3188,2024-10-26 11:06:00,2024-10-26 13:06:00,,,15029,106
5030,4070,2024-10-26 11:10:00,2024-10-26 13:10:00,,,15030,108
5031,3732,2024-10-26 11:45:00,2024-10-26 13:45:00,,,15031,108
5032,4944,2024-10-26 12:10:00,2024-10-26 14:10:00,,,15032,107
5033,4321,2024-10-26 12:49:00,2024-10-26 14:49:00,,,15033,107
5034,1174,2024-10-26 13:09:00,2024-10-26 14:09:00,,,15034,106
5035,2043,2024-10-26 13:11:00,2024-10-26 14:11:00,,,15035,106
5036,572,2024-10-26 13:12:00,2024-10-26 14:12:00,,,15036,107
5037,3660,2024-10-26 14:06:00,2024-10-26 15:06:00,,,15037,111
5038,3214,2024-10-26 14:14:00,2024-10-26 15:14:00,,,15038,111
5039,17,2024-10-26 14:35:00,2024-10-26 18:35:00,,,15039,106
5040,902,2024-10-26 16:19:00,2024-10-26 18:19:00,,,15040,101
5041,4917,2024-10-26 16:22:00,2024-10-26 17:22:00,,,15041,106
5042,4885,2024-10-26 16:34:00,2024-10-26 19:34:00,,,15042,101
5043,486,2024-10-26 16:40:00,2024-10-26 18:40:00,,,15043,101
5044,3648,2024-10-26 16:42:00,2024-10-26 17:42:00,,,15044,101
5045,1929,2024-10-26 18:05:00,2024-10-26 21:05:00,,,15045,111
5046,2847,2024-10-26 18:28:00,2024-10-26 19:28:00,,,15046,111
5047,2945,2024-10-26 18:33:00,2024-10-26 19:33:00,,,15047,111
5048,3266,2024-10-26 18:49:00,2024-10-26 19:49:00,,,15048,101
5049,152,2024-10-26 19:02:00,2024-10-26 21:02:00,,,15049,111
5050,2096,2024-10-26 19:15:00,2024-10-26 20:15:00,,,15050,106
5051,4970,2024-10-26 19:40:00,2024-10-26 21:40:00,,,15051,106
5052,1542,2024-10-26 19:56:00,2024-10-26 22:00:00,,,15052,101
5053,4652,2024-10-27 07:16:00,2024-10-27 09:16:00,,,15053,104
5054,3884,2024-10-27 07:35:00,2024-10-27 10:35:00,,,15054,107
5055,292,2024-10-27 07:47:00,2024-10-27 08:47:00,,,15055,107
5056,4042,2024-10-27 09:32:00,2024-10-27 11:32:00,,,15056,105
5057,3293,2024-10-27 09:36:00,2024-10-27 11:36:00,,,15057,105
5058,679,2024-10-27 09:46:00,2024-10-27 10:46:00,,,15058,104
5059,3101,2024-10-27 10:32:00,2024-10-27 12:32:00,,,15059,107
5060,1088,2024-10-27 11:13:00,2024-10-27 12:13:00,,,15060,105
5061,1286,2024-10-27 11:55:00,2024-10-27 14:55:00,,,15061,104
5062,4068,2024-10-27 12:00:00,2024-10-27 13:00:00,,,15062,105
5063,2795,2024-10-27 12:00:00,2024-10-27 14:00:00,,,15063,104
5064,794,2024-10-27 12:07:00,2024-10-27 13:07:00,,,15064,107
5065,1378,2024-10-27 12:18:00,2024-10-27 14:18:00,,,15065,105
5066,885,2024-10-27 12:37:00,2024-10-27 14:37:00,,,15066,104
5067,4845,2024-10-27 12:42:00,2024-10-27 16:42:00,,,15067,104
5068,539,2024-10-27 12:45:00,2024-10-27 13:45:00,,,15068,107
5069,3330,2024-10-27 13:17:00,2024-10-27 15:17:00,,,15069,105
5070,3762,2024-10-27 13:22:00,2024-10-27 16:22:00,,,15070,107
5071,4058,2024-10-27 14:16:00,2024-10-27 17:16:00,,,15071,101
5072,1493,2024-10-27 15:05:00,2024-10-27 17:05:00,,,15072,106
5073,3334,2024-10-27 15:33:00,2024-10-27 17:33:00,,,15073,106
5074,980,2024-10-27 15:37:00,2024-10-27 17:37:00,,,15074,106
5075,4533,2024-10-27 15:44:00,2024-10-27 16:44:00,,,15075,104
5076,1981,2024-10-27 16:37:00,2024-10-27 17:37:00,,,15076,104
5077,2560,2024-10-27 17:35:00,2024-10-27 19:35:00,,,15077,106
5078,915,2024-10-27 17:41:00,2024-10-27 19:41:00,,,15078,106
5079,47,2024-10-27 17:48:00,2024-10-27 18:48:00,,,15079,106
5080,3772,2024-10-27 17:55:00,2024-10-27 18:55:00,,,15080,104
5081,545,2024-10-27 18:34:00,2024-10-27 19:34:00,,,15081,106
5082,1152,2024-10-27 18:36:00,2024-10-27 22:00:00,,,15082,104
5083,3488,2024-10-27 18:40:00,2024-10-27 20:40:00,,,15083,101
5084,199,2024-10-27 19:03:00,2024-10-27 21:03:00,,,15084,101
5085,2754,2024-10-27 19:09:00,2024-10-27 22:00:00,,,15085,101
5086,339,2024-10-27 19:22:00,2024-10-27 21:22:00,,,15086,106
5087,1832,2024-10-27 19:35:00,2024-10-27 22:00:00,,,15087,106
5088,365,2024-10-27 20:20:00,2024-10-27 21:20:00,,,15088,106
5089,459,2024-10-27 20:54:00,2024-10-27 22:00:00,,,15089,104
5090,1715,2024-10-28 07:07:00,2024-10-28 10:07:00,,,15090,107
5091,75,2024-10-28 07:42:00,2024-10-28 08:42:00,,,15091,110
5092,1752,2024-10-28 07:48:00,2024-10-28 11:48:00,,,15092,112
5093,637,2024-10-28 08:38:00,2024-10-28 09:38:00,,,15093,107
5094,906,2024-10-28 10:26:00,2024-10-28 12:26:00,,,15094,107
5095,2891,2024-10-28 13:03:00,2024-10-28 14:03:00,,,15095,112
5096,4855,2024-10-28 16:52:00,2024-10-28 17:52:00,,,15096,110
5097,3202,2024-10-28 18:14:00,2024-10-28 20:14:00,,,15097,110
5098,4104,2024-10-28 18:36:00,2024-10-28 20:36:00,,,15098,110
5099,1730,2024-10-28 18:51:00,2024-10-28 22:00:00,,,15099,110
5100,3851,2024-10-28 19:14:00,2024-10-28 22:00:00,,,15100,102
5101,2182,2024-10-28 20:09:00,2024-10-28 22:00:00,,,15101,110
5102,89,2024-10-29 10:08:00,2024-10-29 12:08:00,,,15102,101
5103,2776,2024-10-29 10:18:00,2024-10-29 11:18:00,,,15103,106
5104,3675,2024-10-29 11:09:00,2024-10-29 12:09:00,,,15104,111
5105,2924,2024-10-29 11:09:00,2024-10-29 13:09:00,,,15105,106
5106,3842,2024-10-29 13:51:00,2024-10-29 15:51:00,,,15106,111
5107,3889,2024-10-29 14:38:00,2024-10-29 16:38:00,,,15107,102
5108,4529,2024-10-29 14:52:00,2024-10-29 15:52:00,,,15108,102
5109,3282,2024-10-29 18:37:00,2024-10-29 19:37:00,,,15109,101
5110,799,2024-10-29 18:48:00,2024-10-29 19:48:00,,,15110,102
5111,2016,2024-10-29 20:36:00,2024-10-29 22:00:00,,,15111,102
5112,1308,2024-10-30 08:45:00,2024-10-30 10:45:00,,,15112,111
5113,736,2024-10-30 09:50:00,2024-10-30 10:50:00,,,15113,109
5114,2640,2024-10-30 11:53:00,2024-10-30 13:53:00,,,15114,111
5115,4717,2024-10-30 13:00:00,2024-10-30 17:00:00,,,15115,101
5116,4097,2024-10-30 14:46:00,2024-10-30 16:46:00,,,15116,111
5117,835,2024-10-30 15:28:00,2024-10-30 17:28:00,,,15117,106
5118,4888,2024-10-30 15:47:00,2024-10-30 17:47:00,,,15118,110
5119,210,2024-10-30 17:26:00,2024-10-30 19:26:00,,,15119,106
5120,4589,2024-10-30 18:03:00,2024-10-30 19:03:00,,,15120,111
5121,4094,2024-10-30 20:35:00,2024-10-30 22:00:00,,,15121,111
5122,3804,2024-10-30 20:52:00,2024-10-30 22:00:00,,,15122,106
5123,2901,2024-10-31 08:59:00,2024-10-31 12:59:00,,,15123,102
5124,912,2024-10-31 09:24:00,2024-10-31 13:24:00,,,15124,105
5125,2647,2024-10-31 10:35:00,2024-10-31 11:35:00,,,15125,103
5126,3105,2024-10-31 11:11:00,2024-10-31 13:11:00,,,15126,103
5127,2529,2024-10-31 11:47:00,2024-10-31 15:47:00,,,15127,102
5128,1110,2024-10-31 12:03:00,2024-10-31 14:03:00,,,15128,103
5129,3067,2024-10-31 12:29:00,2024-10-31 13:29:00,,,15129,102
5130,425,2024-10-31 12:38:00,2024-10-31 16:38:00,,,15130,102
5131,2978,2024-10-31 13:25:00,2024-10-31 15:25:00,,,15131,102
5132,2657,2024-10-31 13:32:00,2024-10-31 14:32:00,,,15132,105
5133,4736,2024-10-31 13:54:00,2024-10-31 16:54:00,,,15133,105
5134,4138,2024-10-31 14:30:00,2024-10-31 16:30:00,,,15134,112
5135,484,2024-10-31 15:28:00,2024-10-31 17:28:00,,,15135,109
5136,3703,2024-10-31 16:48:00,2024-10-31 18:48:00,,,15136,112
5137,3019,2024-10-31 17:39:00,2024-10-31 21:39:00,,,15137,109
5138,2922,2024-10-31 19:49:00,2024-10-31 20:49:00,,,15138,112
5139,1002,2024-10-31 19:54:00,2024-10-31 22:00:00,,,15139,112
5140,2854,2024-11-01 07:16:00,2024-11-01 08:16:00,,,15140,106
5141,3814,2024-11-01 08:06:00,2024-11-01 09:06:00,,,15141,109
5142,2432,2024-11-01 09:08:00,2024-11-01 12:08:00,,,15142,106
5143,669,2024-11-01 09:30:00,2024-11-01 12:30:00,,,15143,106
5144,1948,2024-11-01 09:46:00,2024-11-01 11:46:00,,,15144,109
5145,4214,2024-11-01 10:18:00,2024-11-01 12:18:00,,,15145,106
5146,3186,2024-11-01 12:21:00,2024-11-01 14:21:00,,,15146,109
5147,2865,2024-11-01 12:52:00,2024-11-01 14:52:00,,,15147,106
5148,4859,2024-11-01 14:08:00,2024-11-01 15:08:00,,,15148,109
5149,2391,2024-11-01 14:29:00,2024-11-01 17:29:00,,,15149,102
5150,598,2024-11-01 18:06:00,2024-11-01 21:06:00,,,15150,111
5151,136,2024-11-01 18:41:00,2024-11-01 19:41:00,,,15151,109
5152,375,2024-11-01 20:39:00,2024-11-01 21:39:00,,,15152,111
5153,4045,2024-11-02 08:06:00,2024-11-02 10:06:00,,,15153,107
5154,642,2024-11-02 09:03:00,2024-11-02 11:03:00,,,15154,103
5155,916,2024-11-02 10:30:00,2024-11-02 13:30:00,,,15155,105
5156,4265,2024-11-02 11:05:00,2024-11-02 14:05:00,,,15156,103
5157,3388,2024-11-02 14:05:00,2024-11-02 16:05:00,,,15157,105
5158,2177,2024-11-02 14:26:00,2024-11-02 15:26:00,,,15158,105
5159,539,2024-11-02 16:17:00,2024-11-02 17:17:00,,,15159,112
5160,4815,2024-11-02 17:42:00,2024-11-02 19:42:00,,,15160,112
5161,2463,2024-11-02 17:55:00,2024-11-02 19:55:00,,,15161,110
5162,1081,2024-11-02 19:15:00,2024-11-02 20:15:00,,,15162,110
5163,319,2024-11-02 19:27:00,2024-11-02 21:27:00,,,15163,105
5164,1903,2024-11-02 19:43:00,2024-11-02 20:43:00,,,15164,105
5165,1085,2024-11-02 20:04:00,2024-11-02 22:00:00,,,15165,112
5166,946,2024-11-02 20:53:00,2024-11-02 22:00:00,,,15166,110
5167,4503,2024-11-03 07:10:00,2024-11-03 11:10:00,,,15167,109
5168,2057,2024-11-03 07:25:00,2024-11-03 08:25:00,,,15168,109
5169,3433,2024-11-03 08:45:00,2024-11-03 12:45:00,,,15169,108
5170,1873,2024-11-03 08:54:00,2024-11-03 10:54:00,,,15170,109
5171,4053,2024-11-03 08:59:00,2024-11-03 10:59:00,,,15171,109
5172,4138,2024-11-03 09:08:00,2024-11-03 11:08:00,,,15172,108
5173,4079,2024-11-03 09:20:00,2024-11-03 11:20:00,,,15173,108
5174,1674,2024-11-03 11:53:00,2024-11-03 13:53:00,,,15174,108
5175,2585,2024-11-03 12:15:00,2024-11-03 13:15:00,,,15175,108
5176,4956,2024-11-03 13:06:00,2024-11-03 15:06:00,,,15176,104
5177,3838,2024-11-03 14:07:00,2024-11-03 16:07:00,,,15177,105
5178,4644,2024-11-03 14:15:00,2024-11-03 17:15:00,,,15178,108
5179,650,2024-11-03 16:29:00,2024-11-03 17:29:00,,,15179,103
5180,2205,2024-11-03 16:36:00,2024-11-03 18:36:00,,,15180,103
5181,1481,2024-11-03 18:00:00,2024-11-03 20:00:00,,,15181,105
5182,2935,2024-11-03 20:04:00,2024-11-03 22:00:00,,,15182,105
5183,2761,2024-11-03 20:57:00,2024-11-03 21:57:00,,,15183,103
5184,1552,2024-11-04 08:32:00,2024-11-04 10:32:00,,,15184,103
5185,2183,2024-11-04 12:11:00,2024-11-04 13:11:00,,,15185,103
5186,4775,2024-11-04 14:00:00,2024-11-04 16:00:00,,,15186,108
5187,2123,2024-11-04 16:23:00,2024-11-04 17:23:00,,,15187,108
5188,3156,2024-11-04 17:25:00,2024-11-04 19:25:00,,,15188,109
5189,941,2024-11-05 10:18:00,2024-11-05 12:18:00,,,15189,102
5190,491,2024-11-05 17:17:00,2024-11-05 18:17:00,,,15190,105
5191,1779,2024-11-05 19:20:00,2024-11-05 21:20:00,,,15191,105
5192,310,2024-11-05 19:34:00,2024-11-05 21:34:00,,,15192,105
5193,1873,2024-11-05 20:41:00,2024-11-05 22:00:00,,,15193,106
5194,2752,2024-11-06 07:14:00,2024-11-06 10:14:00,,,15194,107
5195,1145,2024-11-06 07:38:00,2024-11-06 09:38:00,,,15195,101
5196,2559,2024-11-06 14:07:00,2024-11-06 16:07:00,,,15196,108
5197,832,2024-11-06 15:24:00,2024-11-06 18:24:00,,,15197,106
5198,3011,2024-11-06 15:35:00,2024-11-06 16:35:00,,,15198,101
5199,4925,2024-11-06 19:42:00,2024-11-06 22:00:00,,,15199,108
5200,2373,2024-11-06 19:44:00,2024-11-06 21:44:00,,,15200,108
5201,2383,2024-11-07 08:07:00,2024-11-07 12:07:00,,,15201,102
5202,2285,2024-11-07 08:55:00,2024-11-07 11:55:00,,,15202,107
5203,4145,2024-11-07 10:27:00,2024-11-07 12:27:00,,,15203,102
5204,4369,2024-11-07 14:05:00,2024-11-07 16:05:00,,,15204,103
5205,2545,2024-11-07 16:34:00,2024-11-07 19:34:00,,,15205,102
5206,3213,2024-11-07 17:31:00,2024-11-07 18:31:00,,,15206,103
5207,498,2024-11-07 18:12:00,2024-11-07 19:12:00,,,15207,102
5208,2235,2024-11-07 18:57:00,2024-11-07 20:57:00,,,15208,112
5209,3523,2024-11-07 19:54:00,2024-11-07 21:54:00,,,15209,102
5210,4495,2024-11-07 20:43:00,2024-11-07 22:00:00,,,15210,112
5211,1413,2024-11-08 09:22:00,2024-11-08 12:22:00,,,15211,106
5212,2826,2024-11-08 09:32:00,2024-11-08 10:32:00,,,15212,101
5213,414,2024-11-08 12:06:00,2024-11-08 14:06:00,,,15213,101
5214,3329,2024-11-08 13:06:00,2024-11-08 15:06:00,,,15214,110
5215,4109,2024-11-08 14:32:00,2024-11-08 15:32:00,,,15215,109
5216,262,2024-11-08 14:55:00,2024-11-08 15:55:00,,,15216,109
5217,2242,2024-11-08 15:56:00,2024-11-08 17:56:00,,,15217,101
5218,3663,2024-11-08 17:16:00,2024-11-08 18:16:00,,,15218,101
5219,1169,2024-11-08 19:18:00,2024-11-08 21:18:00,,,15219,111
5220,3817,2024-11-08 19:33:00,2024-11-08 21:33:00,,,15220,111
5221,4380,2024-11-09 07:07:00,2024-11-09 08:07:00,,,15221,111
5222,2198,2024-11-09 08:08:00,2024-11-09 11:08:00,,,15222,111
5223,3524,2024-11-09 08:32:00,2024-11-09 10:32:00,,,15223,108
5224,4811,2024-11-09 09:41:00,2024-11-09 10:41:00,,,15224,108
5225,3742,2024-11-09 10:16:00,2024-11-09 11:16:00,,,15225,111
5226,3272,2024-11-09 10:23:00,2024-11-09 14:23:00,,,15226,111
5227,2387,2024-11-09 10:29:00,2024-11-09 12:29:00,,,15227,105
5228,308,2024-11-09 11:09:00,2024-11-09 12:09:00,,,15228,108
5229,4774,2024-11-09 12:07:00,2024-11-09 14:07:00,,,15229,111
5230,3946,2024-11-09 12:08:00,2024-11-09 14:08:00,,,15230,105
5231,4906,2024-11-09 13:23:00,2024-11-09 15:23:00,,,15231,108
5232,4683,2024-11-09 14:39:00,2024-11-09 16:39:00,,,15232,101
5233,3779,2024-11-09 15:58:00,2024-11-09 18:58:00,,,15233,108
5234,4579,2024-11-09 16:59:00,2024-11-09 17:59:00,,,15234,112
5235,1224,2024-11-09 17:46:00,2024-11-09 20:46:00,,,15235,112
5236,2632,2024-11-09 17:59:00,2024-11-09 20:59:00,,,15236,112
5237,4399,2024-11-09 19:49:00,2024-11-09 22:00:00,,,15237,101
5238,3848,2024-11-10 07:53:00,2024-11-10 09:53:00,,,15238,106
5239,4186,2024-11-10 08:31:00,2024-11-10 10:31:00,,,15239,102
5240,274,2024-11-10 08:32:00,2024-11-10 12:32:00,,,15240,102
5241,1906,2024-11-10 08:58:00,2024-11-10 10:58:00,,,15241,102
5242,4478,2024-11-10 09:28:00,2024-11-10 11:28:00,,,15242,106
5243,4819,2024-11-10 09:38:00,2024-11-10 13:38:00,,,15243,109
5244,1348,2024-11-10 09:53:00,2024-11-10 10:53:00,,,15244,106
5245,4422,2024-11-10 09:56:00,2024-11-10 13:56:00,,,15245,109
5246,3574,2024-11-10 10:14:00,2024-11-10 14:14:00,,,15246,106
5247,4856,2024-11-10 10:40:00,2024-11-10 13:40:00,,,15247,109
5248,1511,2024-11-10 12:55:00,2024-11-10 15:55:00,,,15248,106
5249,2360,2024-11-10 13:24:00,2024-11-10 15:24:00,,,15249,102
5250,925,2024-11-10 16:26:00,2024-11-10 18:26:00,,,15250,107
5251,305,2024-11-10 18:10:00,2024-11-10 21:10:00,,,15251,109
5252,1890,2024-11-10 18:15:00,2024-11-10 20:15:00,,,15252,107
5253,422,2024-11-10 18:43:00,2024-11-10 20:43:00,,,15253,103
5254,1917,2024-11-10 20:48:00,2024-11-10 22:00:00,,,15254,107
5255,113,2024-11-10 20:50:00,2024-11-10 22:00:00,,,15255,107
5256,3843,2024-11-11 11:51:00,2024-11-11 12:51:00,,,15256,102
5257,1666,2024-11-11 13:15:00,2024-11-11 14:15:00,,,15257,102
5258,1888,2024-11-11 14:21:00,2024-11-11 18:21:00,,,15258,108
5259,2155,2024-11-11 14:46:00,2024-11-11 16:46:00,,,15259,112
5260,2249,2024-11-11 17:06:00,2024-11-11 20:06:00,,,15260,102
5261,3627,2024-11-11 19:00:00,2024-11-11 21:00:00,,,15261,112
5262,3099,2024-11-12 08:29:00,2024-11-12 09:29:00,,,15262,103
5263,908,2024-11-12 16:19:00,2024-11-12 18:19:00,,,15263,111
5264,1753,2024-11-12 17:12:00,2024-11-12 19:12:00,,,15264,106
5265,1881,2024-11-12 20:15:00,2024-11-12 22:00:00,,,15265,111
5266,369,2024-11-13 10:05:00,2024-11-13 11:05:00,,,15266,102
5267,89,2024-11-13 10:22:00,2024-11-13 12:22:00,,,15267,102
5268,586,2024-11-13 15:36:00,2024-11-13 17:36:00,,,15268,111
5269,1530,2024-11-13 15:43:00,2024-11-13 17:43:00,,,15269,102
5270,4149,2024-11-13 17:01:00,2024-11-13 20:01:00,,,15270,112
5271,1717,2024-11-13 20:58:00,2024-11-13 22:00:00,,,15271,111
5272,4860,2024-11-14 07:01:00,2024-11-14 10:01:00,,,15272,102
5273,686,2024-11-14 08:51:00,2024-11-14 12:51:00,,,15273,108
5274,3195,2024-11-14 09:37:00,2024-11-14 13:37:00,,,15274,110
5275,2094,2024-11-14 12:56:00,2024-11-14 14:56:00,,,15275,108
5276,3470,2024-11-14 14:29:00,2024-11-14 18:29:00,,,15276,102
5277,3396,2024-11-14 14:45:00,2024-11-14 16:45:00,,,15277,107
5278,1883,2024-11-14 16:58:00,2024-11-14 18:58:00,,,15278,102
5279,533,2024-11-14 17:08:00,2024-11-14 20:08:00,,,15279,107
5280,3702,2024-11-15 09:03:00,2024-11-15 11:03:00,,,15280,109
5281,2325,2024-11-15 09:48:00,2024-11-15 11:48:00,,,15281,109
5282,4251,2024-11-15 10:20:00,2024-11-15 12:20:00,,,15282,109
5283,3672,2024-11-15 11:58:00,2024-11-15 12:58:00,,,15283,109
5284,1997,2024-11-15 13:03:00,2024-11-15 15:03:00,,,15284,109
5285,4573,2024-11-15 13:09:00,2024-11-15 17:09:00,,,15285,104
5286,4321,2024-11-15 13:46:00,2024-11-15 17:46:00,,,15286,102
5287,2493,2024-11-15 17:27:00,2024-11-15 21:27:00,,,15287,104
5288,3260,2024-11-15 18:38:00,2024-11-15 20:38:00,,,15288,103
5289,3272,2024-11-15 19:02:00,2024-11-15 22:00:00,,,15289,104
5290,912,2024-11-16 07:23:00,2024-11-16 10:23:00,,,15290,109
5291,3452,2024-11-16 08:48:00,2024-11-16 11:48:00,,,15291,109
5292,1725,2024-11-16 08:59:00,2024-11-16 09:59:00,,,15292,109
5293,4896,2024-11-16 09:32:00,2024-11-16 10:32:00,,,15293,104
5294,178,2024-11-16 10:26:00,2024-11-16 14:26:00,,,15294,107
5295,299,2024-11-16 10:45:00,2024-11-16 12:45:00,,,15295,104
5296,1555,2024-11-16 11:23:00,2024-11-16 13:23:00,,,15296,104
5297,998,2024-11-16 12:27:00,2024-11-16 14:27:00,,,15297,104
5298,1918,2024-11-16 12:51:00,2024-11-16 14:51:00,,,15298,109
5299,1504,2024-11-16 13:53:00,2024-11-16 16:53:00,,,15299,104
5300,3193,2024-11-16 14:07:00,2024-11-16 16:07:00,,,15300,109
5301,2315,2024-11-16 15:44:00,2024-11-16 18:44:00,,,15301,105
5302,2885,2024-11-16 16:07:00,2024-11-16 17:07:00,,,15302,109
5303,3655,2024-11-16 16:38:00,2024-11-16 18:38:00,,,15303,105
5304,4067,2024-11-16 17:24:00,2024-11-16 18:24:00,,,15304,105
5305,3781,2024-11-16 17:37:00,2024-11-16 18:37:00,,,15305,105
5306,1183,2024-11-16 18:51:00,2024-11-16 20:51:00,,,15306,103
5307,3507,2024-11-17 08:31:00,2024-11-17 11:31:00,,,15307,105
