r_id,b_id
5339,309
5340,514
5341,214
5342,217
5342,604
5343,601
5344,127
5344,314
5345,301
5345,216
5345,214
5346,503
5347,504
5347,311
5347,202
5348,508
5349,305
5350,505
5350,206
5350,209
5351,205
5352,513
5353,311
5353,213
5354,113
5355,118
5356,122
5356,218
5357,205
5358,214
5358,207
5358,512
5358,102
5359,310
5359,508
5360,602
5361,415
5362,313
5363,413
5364,503
5365,603
5366,118
5366,119
5367,511
5367,129
5368,117
5369,120
5369,219
5370,604
5371,204
5371,512
5372,309
5372,508
5373,125
5373,501
5374,206
5374,216
5375,204
5375,214
5376,120
5376,111
5377,509
5377,125
5378,309
5378,502
5379,304
5380,601
5380,508
5381,506
5381,602
5382,213
5382,220
5383,307
5383,508
5383,122
5384,402
5384,103
5385,116
5386,201
5387,211
5388,304
5388,510
5389,315
5390,121
5391,215
5391,512
5392,402
5393,504
5393,117
5394,114
5394,412
5395,509
5396,110
5397,312
5398,403
5399,413
5400,202
5401,206
5401,311
5402,505
5403,313
5403,302
5404,503
5405,128
5405,210
5406,102
5407,501
5408,308
5408,102
5408,129
5409,203
5409,509
5410,124
5411,124
5412,304
5413,119
5414,127
5415,111
5415,103
5416,604
5416,301
5417,216
5418,112
5418,412
5418,505
5418,407
5419,103
5420,106
5420,119
5420,513
5420,107
5421,407
5422,310
5423,404
5424,117
5424,215
5424,505
5425,220
5425,122
5426,207
5426,509
5426,208
5427,510
5428,120
5428,106
5428,105
5428,218
5429,204
5430,411
5431,128
5432,502
5432,403
5432,514
5433,306
5434,120
5435,502
5436,208
5437,108
5437,129
5438,125
5439,504
5440,127
5441,311
5441,413
5441,314
5441,112
5441,107
5442,311
5442,218
5442,209
5443,309
5444,201
5445,511
5446,511
5447,313
5448,508
5448,220
5449,514
5449,121
5449,109
5450,504
5450,204
5450,123
5450,106
5451,406
5452,111
5453,115
5454,301
5455,410
5456,603
5457,414
5458,404
5459,101
5459,314
5459,113
5460,309
5461,211
5462,211
5463,501
5464,104
5465,314
5466,115
5466,602
5466,104
5467,123
5467,214
5468,122
5468,115
5469,210
5469,503
5470,130
5470,124
5470,412
5471,513
5472,513
5472,505
5472,101
5473,203
5473,511
5474,205
5474,203
5475,114
5475,407
5476,113
5477,515
5478,412
5479,211
5480,111
5480,124
5481,506
5481,204
5482,213
5483,114
5483,219
5484,212
5485,125
5486,305
5487,402
5488,213
5489,311
5490,410
5491,123
5492,406
5493,515
5493,116
5494,402
5494,305
5494,510
5495,502
5496,204
5497,408
5498,104
5498,208
5499,116
5500,302
5501,219
5502,122
5503,123
5503,215
5503,104
5503,511
5504,605
5504,220
5504,209
5505,305
5506,406
5506,206
5506,510
5507,410
5508,211
5509,414
5510,215
5511,209
5511,404
5512,313
5513,106
5513,124
5514,202
5514,206
5515,203
5515,116
5515,117
5516,414
5517,510
5517,102
5517,412
5518,117
5519,107
5520,501
5520,603
5521,204
5521,307
5522,111
5522,205
5522,315
5523,216
5524,126
5525,509
5526,406
5526,505
5527,306
5528,401
5529,308
5529,302
5530,119
5531,120
5532,206
5532,118
5533,120
5533,603
5533,113
5534,220
5534,117
5535,315
5535,604
5536,207
5537,409
5537,505
5538,413
5539,315
5539,303
5540,218
5540,203
5541,501
5542,201
5543,116
5543,119
5544,118
5544,127
5545,205
5545,114
5545,305
5546,218
5546,118
5546,201
5547,515
5547,314
5547,204
5548,313
5548,415
5548,403
5549,601
5549,112
5550,513
5550,412
5551,101
5551,409
5552,407
5553,120
5554,202
5554,128
5555,210
5556,309
5557,213
5558,515
5559,409
5559,123
5559,121
5560,309
5561,513
5562,203
5563,602
5563,515
5564,303
5565,215
5566,128
5567,310
5567,513
5567,129
5568,506
5568,511
5569,405
5569,509
5570,515
5570,412
5571,127
5572,309
5573,604
5573,509
5574,116
5574,306
5574,308
5575,301
5576,510
5576,515
5577,103
5578,405
5578,308
5579,501
5579,215
5579,302
5580,216
5581,103
5582,301
5582,602
5583,415
5584,507
5585,501
5585,407
5586,513
5587,216
5587,214
5587,121
5588,306
5589,211
5590,501
5591,207
5592,109
5593,106
5594,502
5595,414
5596,415
5597,118
5597,601
5597,407
5598,106
5598,605
5598,302
5598,215
5598,120
5599,201
5600,117
5600,303
5601,504
5602,412
5602,306
5603,104
5604,315
5604,111
5605,125
5606,213
5606,216
5606,410
5607,203
5608,106
5609,101
5609,305
5610,114
5610,510
5611,414
5612,301
5613,106
5614,213
5614,130
5615,307
5615,306
5615,311
5616,514
5617,313
5618,218
5619,215
5619,207
5620,305
5620,220
5620,216
5621,218
5621,116
5622,404
5623,307
5623,513
5623,102
5624,205
5625,204
5626,110
5626,604
5627,207
5628,407
5629,304
5630,307
5630,601
5631,508
5632,127
5632,415
5632,201
5632,515
5633,512
5634,503
5634,404
5635,209
5636,108
5636,406
5636,405
5637,303
5637,310
5638,605
5638,119
5638,124
5639,506
5640,110
5641,121
5641,403
5642,411
5643,104
5644,208
5644,117
5645,503
5646,414
5647,511
5647,409
5647,208
5648,605
5649,119
5650,410
5650,605
5650,212
5650,312
5651,305
5652,502
5653,413
5654,121
5655,512
5656,207
5657,109
5658,306
5658,414
5658,407
5659,312
5660,219
5661,504
5662,307
5663,111
5663,115
5663,504
5663,116
5664,106
5664,315
5665,126
5666,203
5667,124
5668,602
5669,202
5670,406
5670,602
5671,120
5672,309
5673,508
5673,213
5673,513
5674,210
5675,313
5676,414
5677,105
5677,201
5678,215
5679,218
5680,402
5681,204
5681,201
